Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Female,40,No,No,69,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,80.43,5561.46,No
Male,62,Yes,No,1,Two year,Electronic check,Fiber optic,Yes,No,No,No,71.45,77.11,No
Female,45,No,No,16,Two year,Bank transfer,DSL,No,No,No,Yes,47.99,745.74,No
Male,35,Yes,No,51,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,66.88,3391.18,No
Male,47,No,Yes,66,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,83.45,5506.1,No
Male,59,Yes,No,70,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.69,6088.83,Yes
Female,41,Yes,Yes,51,Two year,Credit card,No,No,No,Yes,Yes,41.36,2127.7,No
Male,61,Yes,No,7,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,81.59,563.13,Yes
Male,78,Yes,No,53,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,70.15,3681.18,No
Male,43,Yes,No,19,One year,Bank transfer,No,Yes,Yes,No,No,27.52,549.53,No
Male,36,No,No,58,Two year,Electronic check,Fiber optic,No,No,Yes,No,75.6,4409.81,No
Female,42,No,Yes,39,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,81.68,3188.16,No
Male,69,Yes,No,13,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,71.76,924.23,Yes
Male,29,No,No,60,Two year,Electronic check,DSL,Yes,Yes,Yes,No,55.4,3317.77,No
Male,78,No,Yes,71,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,86.39,6151.97,No
Male,43,No,Yes,36,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,83.69,3023.61,No
Male,70,Yes,No,58,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,54.23,3136.6,No
Female,66,Yes,Yes,4,Month-to-month,Electronic check,DSL,Yes,No,No,No,46.62,230.5,No
Male,66,No,Yes,19,Month-to-month,Credit card,No,Yes,No,Yes,Yes,36.49,662.69,No
Male,74,Yes,Yes,9,One year,Mailed check,DSL,No,No,Yes,Yes,62.49,550.35,No
Female,29,Yes,No,20,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,36.67,721.77,No
Female,54,No,No,27,One year,Electronic check,Fiber optic,Yes,No,No,No,64.18,1735.05,Yes
Male,24,Yes,No,31,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,88.54,2767.5,Yes
Male,36,No,No,23,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,85.13,1974.58,No
Male,20,Yes,Yes,39,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,82.08,3203.81,No
Female,60,No,No,15,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,71.64,1048.02,Yes
Male,55,No,Yes,25,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,89.1,2246.68,Yes
Male,63,No,No,60,Two year,Credit card,Fiber optic,Yes,Yes,No,No,72.63,4335.19,No
Female,28,No,Yes,40,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,77.79,3103.51,No
Male,38,No,Yes,1,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,80.55,79.04,Yes
Male,59,Yes,No,23,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,69.85,1590.3,No
Female,69,No,Yes,59,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,74.65,4388.0,Yes
Male,72,No,No,12,Two year,Credit card,Fiber optic,No,No,Yes,Yes,81.48,995.55,No
Female,22,Yes,No,66,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,88.81,5890.41,No
Female,42,Yes,No,21,Month-to-month,Electronic check,DSL,No,No,No,No,46.26,969.97,No
Male,18,Yes,Yes,45,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,76.85,3422.58,Yes
Female,68,No,No,34,Two year,Electronic check,No,Yes,Yes,No,No,30.56,1044.58,No
Female,25,No,No,45,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,75.42,3380.15,Yes
Female,68,Yes,Yes,57,Month-to-month,Bank transfer,DSL,Yes,No,No,No,55.9,3193.35,No
Male,27,Yes,No,10,One year,Mailed check,No,Yes,No,No,Yes,32.29,328.83,No
Male,18,No,No,25,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,88.79,2182.15,Yes
Male,72,Yes,No,40,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,74.12,2957.11,No
Female,45,No,No,18,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,69.33,1260.28,No
Male,44,Yes,No,27,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,77.6,2093.34,No
Female,58,Yes,No,63,Two year,Electronic check,Fiber optic,Yes,No,No,No,72.93,4572.46,No
Female,35,Yes,No,16,Month-to-month,Credit card,No,Yes,Yes,No,No,19.71,328.52,No
Female,60,No,Yes,13,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,87.75,1107.41,Yes
Male,44,No,No,41,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,74.86,3073.91,Yes
Male,34,Yes,No,7,Month-to-month,Electronic check,DSL,Yes,No,No,No,49.38,334.87,Yes
Female,42,Yes,No,0,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,87.28,8.68,No
Male,18,Yes,No,62,One year,Electronic check,No,No,No,No,No,19.14,1182.16,No
Male,36,Yes,Yes,19,Month-to-month,Bank transfer,No,No,No,Yes,No,39.97,769.22,No
Female,54,No,No,8,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,38.69,336.78,Yes
Female,26,Yes,Yes,47,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,55.38,2616.64,No
Female,25,Yes,No,34,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,40.1,1376.83,No
Female,58,Yes,No,32,Two year,Credit card,DSL,Yes,Yes,No,Yes,55.76,1795.92,No
Male,44,Yes,Yes,31,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,82.46,2521.9,No
Male,26,Yes,No,10,Month-to-month,Mailed check,Fiber optic,No,No,No,No,60.89,610.55,Yes
Male,64,Yes,No,61,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,75.5,4611.14,No
Male,66,Yes,No,0,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,74.79,11.06,Yes
Female,20,Yes,No,34,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,77.06,2618.49,No
Male,30,Yes,No,19,Two year,Bank transfer,No,Yes,No,No,Yes,26.98,526.84,No
Female,40,No,No,46,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,50.34,2296.45,No
Female,63,Yes,Yes,39,Month-to-month,Electronic check,DSL,Yes,No,No,No,41.07,1641.47,Yes
Female,22,Yes,Yes,27,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,64.77,1760.06,No
Male,67,Yes,Yes,38,One year,Electronic check,DSL,Yes,No,Yes,No,56.39,2124.4,No
Male,37,No,Yes,16,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,52.32,864.23,No
Female,25,No,Yes,9,One year,Mailed check,DSL,Yes,No,Yes,No,66.67,577.7,No
Female,71,No,No,65,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,56.21,3653.52,Yes
Male,23,No,No,44,One year,Mailed check,Fiber optic,Yes,No,No,No,73.54,3238.2,No
Male,26,No,Yes,47,Month-to-month,Electronic check,No,No,No,Yes,No,29.55,1380.44,No
Female,76,Yes,No,71,Two year,Mailed check,No,No,No,Yes,No,22.69,1608.31,No
Female,50,No,No,65,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,74.9,4869.56,Yes
Male,46,No,Yes,42,One year,Bank transfer,DSL,Yes,No,No,No,53.7,2234.07,No
Male,60,Yes,No,57,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,76.38,4358.99,Yes
Female,57,Yes,Yes,37,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,84.33,3120.34,No
Female,56,Yes,No,17,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,77.72,1360.08,Yes
Female,19,Yes,No,44,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,75.92,3370.19,No
Male,52,No,Yes,65,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,81.98,5313.75,Yes
Male,35,Yes,Yes,63,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,70.05,4410.61,No
Female,68,No,No,36,Month-to-month,Electronic check,No,Yes,No,No,Yes,36.9,1314.53,No
Female,49,No,Yes,68,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,73.13,4967.72,No
Female,25,Yes,No,14,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,79.38,1128.51,No
Male,72,Yes,No,2,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,30.52,58.99,No
Male,35,No,Yes,29,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,64.14,1850.06,No
Male,34,No,No,14,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,47.36,675.13,No
Male,76,Yes,No,68,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,78.61,5306.94,No
Female,66,Yes,Yes,8,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,84.69,669.82,Yes
Male,71,No,No,38,Month-to-month,Electronic check,DSL,Yes,No,No,No,50.34,1940.18,No
Female,59,No,No,55,Two year,Electronic check,DSL,Yes,No,Yes,Yes,69.31,3840.3,No
Female,74,Yes,No,7,One year,Electronic check,DSL,No,No,No,Yes,53.47,400.37,No
Female,25,Yes,Yes,3,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,65.83,172.87,Yes
Female,55,No,Yes,39,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,79.49,3075.4,No
Male,36,Yes,No,64,One year,Mailed check,DSL,Yes,No,No,No,48.08,3067.26,No
Female,42,Yes,No,1,One year,Electronic check,Fiber optic,No,No,Yes,Yes,70.4,70.65,No
Male,32,No,Yes,1,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,86.52,71.86,No
Male,30,Yes,No,66,One year,Mailed check,Fiber optic,Yes,No,Yes,No,72.07,4722.68,No
Male,45,Yes,No,43,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,33.07,1440.38,No
Male,74,No,Yes,50,Month-to-month,Mailed check,DSL,Yes,No,No,No,42.22,2126.36,No
Female,57,No,No,19,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,58.63,1102.24,Yes
Male,39,Yes,No,22,Month-to-month,Mailed check,DSL,Yes,No,No,No,51.27,1142.17,Yes
Male,44,Yes,No,33,One year,Electronic check,Fiber optic,Yes,No,No,Yes,79.39,2638.75,No
Male,50,No,No,15,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,83.01,1197.55,Yes
Male,33,No,No,31,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,65.72,2050.22,Yes
Female,50,No,No,68,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,74.36,5055.04,No
Male,61,No,No,53,Month-to-month,Bank transfer,No,Yes,No,No,Yes,28.29,1448.95,No
Female,33,No,No,62,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,60.96,3800.13,No
Male,54,No,No,35,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,61.04,2138.08,Yes
Female,61,No,No,56,Two year,Electronic check,Fiber optic,Yes,No,No,No,76.9,4274.5,No
Male,50,Yes,No,30,One year,Bank transfer,Fiber optic,Yes,No,No,No,68.56,2064.76,No
Male,36,No,Yes,44,One year,Mailed check,DSL,Yes,Yes,No,No,56.84,2504.5,No
Male,52,No,Yes,52,Two year,Credit card,Fiber optic,Yes,No,No,No,69.29,3613.67,No
Female,67,Yes,No,59,One year,Mailed check,DSL,Yes,No,No,No,51.79,3016.85,No
Female,31,Yes,No,66,Two year,Credit card,Fiber optic,Yes,No,No,Yes,78.94,5204.14,No
Male,53,No,No,7,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,87.89,595.6,Yes
Female,60,Yes,No,57,Two year,Bank transfer,DSL,Yes,No,No,No,45.12,2568.58,No
Female,37,No,Yes,51,One year,Mailed check,Fiber optic,Yes,No,Yes,Yes,86.38,4371.59,No
Male,42,Yes,No,53,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,76.22,4017.11,No
Male,73,Yes,Yes,1,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,73.54,104.33,No
Female,40,Yes,No,35,Month-to-month,Credit card,No,Yes,No,No,Yes,18.19,659.73,No
Female,55,No,No,69,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,87.12,6030.51,No
Female,27,Yes,No,64,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.39,5366.54,No
Male,75,No,No,16,One year,Mailed check,Fiber optic,Yes,No,No,Yes,72.1,1116.22,No
Male,55,Yes,Yes,35,One year,Electronic check,Fiber optic,Yes,No,No,No,75.33,2635.42,No
Male,65,Yes,Yes,62,One year,Bank transfer,DSL,Yes,Yes,Yes,No,57.94,3596.94,No
Male,55,Yes,No,66,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,75.4,4968.74,No
Female,40,Yes,Yes,23,One year,Electronic check,Fiber optic,Yes,No,Yes,No,79.03,1780.49,Yes
Male,39,No,No,57,Month-to-month,Electronic check,DSL,Yes,No,No,No,45.39,2605.1,Yes
Male,61,No,Yes,60,Month-to-month,Credit card,DSL,No,No,Yes,Yes,64.56,3885.92,No
Male,71,Yes,Yes,10,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,66.32,650.8,No
Male,25,Yes,Yes,2,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,34.5,85.91,No
Female,70,No,No,3,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,69.07,209.7,Yes
Male,69,No,No,10,Month-to-month,Mailed check,No,Yes,Yes,No,No,37.47,387.34,No
Female,24,Yes,Yes,53,Month-to-month,Electronic check,No,Yes,Yes,No,No,33.5,1757.06,No
Male,24,No,No,28,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,69.93,1962.88,Yes
Male,61,Yes,Yes,49,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,78.84,3867.91,No
Male,70,Yes,No,6,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,67.89,402.74,Yes
Female,42,No,Yes,43,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.07,3518.67,No
Male,57,No,No,53,Month-to-month,Electronic check,No,Yes,No,Yes,No,28.72,1525.39,No
Male,79,No,Yes,70,Two year,Bank transfer,No,Yes,Yes,Yes,Yes,45.3,3175.78,No
Female,38,Yes,No,22,One year,Electronic check,Fiber optic,Yes,No,No,No,71.23,1548.24,No
Female,31,Yes,No,39,Two year,Bank transfer,Fiber optic,No,No,Yes,Yes,80.67,3157.55,No
Male,79,No,No,34,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,82.93,2824.46,Yes
Female,35,Yes,No,25,One year,Electronic check,Fiber optic,No,No,No,No,62.52,1571.19,No
Female,47,Yes,Yes,46,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.01,3074.71,Yes
Male,45,No,No,40,Month-to-month,Mailed check,DSL,Yes,No,No,No,54.65,2151.94,No
Female,50,Yes,No,59,One year,Electronic check,DSL,Yes,Yes,Yes,Yes,68.03,3979.95,No
Male,34,Yes,No,2,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,77.15,168.05,Yes
Male,60,Yes,No,15,Month-to-month,Credit card,DSL,No,No,No,No,44.11,639.77,Yes
Female,60,No,No,41,Two year,Electronic check,No,Yes,Yes,Yes,No,34.68,1405.77,No
Male,30,Yes,No,41,Month-to-month,Electronic check,DSL,No,No,No,Yes,50.27,2077.89,No
Female,47,Yes,No,64,One year,Mailed check,DSL,Yes,Yes,No,Yes,62.22,3939.07,No
Female,21,Yes,No,48,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,73.65,3503.01,Yes
Male,31,Yes,No,0,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,65.6,15.78,Yes
Male,79,Yes,No,35,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,61.12,2140.86,No
Male,49,No,No,60,Month-to-month,Mailed check,DSL,Yes,No,No,No,40.82,2409.29,No
Female,56,Yes,No,62,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,81.38,5036.48,No
Male,73,Yes,Yes,57,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,72.35,4127.38,No
Male,62,Yes,No,34,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,71.86,2421.28,Yes
Female,67,Yes,No,7,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,64.24,420.74,No
Female,62,Yes,Yes,15,Two year,Mailed check,DSL,Yes,Yes,Yes,No,64.39,932.06,No
Female,48,No,No,60,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,60.33,3636.84,No
Male,57,No,Yes,24,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,58.11,1415.43,Yes
Female,35,No,Yes,54,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,94.55,5120.69,No
Female,73,Yes,No,2,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,76.38,177.4,No
Female,29,No,No,35,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,91.83,3239.6,No
Male,72,No,No,68,Month-to-month,Mailed check,No,Yes,Yes,No,Yes,41.97,2823.44,No
Female,72,Yes,Yes,17,Two year,Electronic check,DSL,Yes,No,No,Yes,58.69,1017.7,Yes
Male,26,Yes,No,2,Two year,Electronic check,No,Yes,Yes,Yes,No,38.29,78.83,No
Female,62,No,Yes,20,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,84.75,1733.06,No
Male,79,Yes,No,4,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,78.42,381.4,No
Male,53,Yes,Yes,44,Two year,Electronic check,No,Yes,Yes,Yes,No,33.47,1468.74,No
Female,39,No,No,13,One year,Credit card,DSL,No,No,Yes,Yes,57.73,744.39,No
Female,72,Yes,Yes,17,One year,Credit card,Fiber optic,Yes,No,No,Yes,78.46,1326.18,No
Female,49,No,Yes,42,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,74.65,3136.93,Yes
Male,25,Yes,No,23,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,84.39,1945.59,Yes
Female,33,Yes,No,46,Two year,Mailed check,DSL,Yes,Yes,Yes,Yes,62.82,2942.52,No
Male,60,Yes,No,67,One year,Credit card,DSL,Yes,Yes,Yes,Yes,63.08,4229.28,No
Female,46,Yes,No,67,Month-to-month,Bank transfer,No,Yes,No,No,Yes,28.8,1921.11,No
Female,31,No,No,52,One year,Electronic check,Fiber optic,No,No,No,Yes,68.92,3583.86,Yes
Female,67,No,Yes,69,Two year,Credit card,DSL,No,No,No,Yes,52.54,3608.51,No
Female,25,No,No,52,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,57.12,2936.62,No
Female,31,Yes,No,4,One year,Bank transfer,Fiber optic,Yes,No,No,No,72.46,286.87,No
Female,46,Yes,No,68,Month-to-month,Credit card,DSL,Yes,No,Yes,No,67.84,4659.71,No
Male,20,Yes,No,40,One year,Credit card,DSL,No,No,Yes,Yes,66.25,2667.68,Yes
Male,42,Yes,No,0,Two year,Mailed check,No,Yes,Yes,No,No,22.69,0.0,No
Male,74,No,No,44,Two year,Electronic check,DSL,Yes,Yes,Yes,No,59.5,2625.2,No
Female,76,Yes,Yes,17,Two year,Bank transfer,DSL,Yes,Yes,No,Yes,53.65,962.28,Yes
Female,72,Yes,No,38,One year,Bank transfer,Fiber optic,Yes,No,No,No,70.98,2701.04,No
Male,38,Yes,No,47,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,59.27,2767.65,No
Male,22,No,No,1,One year,Mailed check,DSL,No,No,No,Yes,52.87,54.24,No
Male,68,Yes,No,31,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,71.75,2237.18,No
Male,41,No,No,3,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,84.75,262.59,No
Male,64,No,Yes,8,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,77.78,651.29,No
Female,25,No,No,15,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,82.98,1246.76,Yes
Female,59,Yes,No,56,Month-to-month,Electronic check,No,Yes,Yes,No,No,23.66,1278.08,No
Male,54,Yes,No,29,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,78.58,2288.26,Yes
Male,75,Yes,Yes,3,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,79.64,246.98,Yes
Female,24,No,No,53,Month-to-month,Mailed check,No,Yes,Yes,No,No,27.39,1458.3,No
Female,43,No,Yes,39,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,51.57,1994.21,No
Female,79,No,Yes,10,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,79.46,834.45,Yes
Male,42,Yes,No,40,Two year,Bank transfer,DSL,No,No,No,No,42.58,1681.33,No
Male,58,Yes,Yes,17,Month-to-month,Mailed check,DSL,No,No,No,No,42.06,695.45,Yes
Male,27,No,No,45,Two year,Credit card,No,Yes,Yes,Yes,No,33.86,1519.13,No
Female,63,Yes,Yes,68,Month-to-month,Credit card,DSL,Yes,Yes,No,No,54.37,3723.79,No
Female,35,No,Yes,22,Two year,Credit card,Fiber optic,Yes,No,Yes,No,78.45,1753.25,No
Female,53,No,Yes,53,One year,Credit card,DSL,Yes,Yes,No,No,59.28,3154.44,Yes
Male,72,Yes,No,1,Two year,Mailed check,Fiber optic,Yes,Yes,No,No,73.99,91.86,No
Male,58,Yes,Yes,29,Two year,Credit card,No,Yes,No,No,No,29.02,815.65,No
Female,47,Yes,Yes,64,One year,Credit card,Fiber optic,Yes,Yes,No,No,66.38,4214.47,No
Female,29,Yes,No,5,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,36.76,176.36,Yes
Female,39,No,No,66,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,78.14,5174.82,Yes
Male,70,Yes,No,6,Month-to-month,Electronic check,No,Yes,Yes,Yes,No,39.62,255.95,Yes
Male,31,Yes,Yes,34,Two year,Mailed check,No,Yes,No,No,No,26.27,875.82,No
Male,58,Yes,No,13,Two year,Bank transfer,DSL,Yes,Yes,Yes,Yes,75.88,966.84,No
Female,48,Yes,No,1,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,38.34,61.71,Yes
Female,37,No,No,25,One year,Bank transfer,DSL,Yes,No,Yes,Yes,61.44,1539.89,No
Female,62,No,Yes,41,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,79.71,3226.52,No
Male,40,Yes,Yes,52,One year,Electronic check,DSL,Yes,No,No,No,49.35,2543.78,No
Female,35,Yes,No,22,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,75.28,1665.91,No
Male,50,Yes,Yes,35,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,37.87,1301.59,No
Female,64,Yes,No,13,Two year,Electronic check,Fiber optic,No,No,Yes,No,70.52,897.12,No
Female,71,Yes,Yes,52,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,83.25,4310.18,Yes
Female,57,No,Yes,12,One year,Credit card,No,Yes,Yes,No,No,19.5,251.51,No
Female,59,Yes,Yes,61,One year,Mailed check,Fiber optic,Yes,No,No,No,68.53,4180.32,No
Female,66,Yes,Yes,12,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,65.78,822.94,No
Male,34,Yes,No,47,Month-to-month,Credit card,No,Yes,No,Yes,Yes,40.85,1911.21,No
Male,33,No,Yes,23,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,63.5,1456.17,No
Female,48,Yes,No,71,One year,Mailed check,No,Yes,No,No,Yes,30.78,2191.9,No
Female,57,No,Yes,20,Two year,Credit card,DSL,Yes,Yes,No,No,55.24,1092.27,No
Male,58,Yes,No,68,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,77.65,5248.41,No
Female,27,No,No,60,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,80.67,4832.94,Yes
Male,66,No,No,33,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,62.31,2041.3,Yes
Female,40,Yes,No,35,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,46.98,1641.71,No
Male,72,Yes,No,25,Month-to-month,Credit card,DSL,No,No,Yes,Yes,66.27,1644.74,Yes
Female,62,Yes,No,30,One year,Electronic check,DSL,Yes,No,Yes,Yes,62.16,1873.73,No
Male,78,No,No,33,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,68.48,2252.9,Yes
Male,57,No,No,10,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,77.2,739.64,No
Female,50,Yes,Yes,23,Month-to-month,Credit card,DSL,No,No,Yes,Yes,57.41,1307.91,Yes
Female,29,Yes,No,63,One year,Bank transfer,DSL,Yes,No,No,Yes,58.85,3683.21,No
Male,42,Yes,Yes,70,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,82.46,5810.72,Yes
Female,71,Yes,No,3,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,78.91,237.66,No
Male,41,No,Yes,52,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,89.64,4674.88,No
Male,21,Yes,Yes,17,One year,Credit card,DSL,Yes,Yes,Yes,No,54.95,932.15,No
Male,33,Yes,No,47,Two year,Credit card,No,Yes,Yes,Yes,No,24.25,1176.31,No
Male,54,No,No,44,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,81.74,3571.26,Yes
Female,57,No,No,63,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,70.71,4438.91,No
Female,78,No,No,50,One year,Mailed check,Fiber optic,Yes,No,No,No,60.53,3048.62,No
Male,75,Yes,No,59,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,73.05,4299.4,No
Male,50,No,No,57,Two year,Electronic check,DSL,Yes,No,Yes,Yes,56.51,3206.0,No
Female,52,No,No,46,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,87.44,4010.9,No
Female,67,Yes,No,29,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.83,2469.84,No
Male,21,Yes,Yes,24,One year,Electronic check,No,Yes,Yes,Yes,No,37.28,935.71,No
Male,54,No,No,24,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,74.0,1784.25,Yes
Male,47,Yes,No,25,One year,Electronic check,No,Yes,No,No,Yes,29.63,744.66,No
Male,66,No,No,20,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,80.84,1632.52,Yes
Female,67,No,Yes,22,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,82.54,1823.79,Yes
Female,58,No,Yes,40,Two year,Mailed check,DSL,Yes,No,Yes,No,54.78,2194.6,No
Female,58,No,Yes,19,One year,Mailed check,No,Yes,No,Yes,Yes,34.35,643.56,No
Female,60,No,No,25,Month-to-month,Credit card,DSL,Yes,No,No,Yes,60.94,1511.22,No
Male,53,Yes,No,51,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,82.26,4205.11,No
Female,32,Yes,No,23,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,84.47,1945.68,Yes
